Array Design Name	DIASMGB-Wheat-WheatUG-9K-v2
Version	version 2
Provider	Per Gregersen (per.gregersen@agrsci.dk)
Comment[ArrayExpressAccession]	A-MEXP-556
Comment[SubmittedName]	DIASMGB-Wheat-WheatUG-9K-v2
Comment[Organism]	Triticum aestivum
Printing Protocol	A 9K wheat unigene set was kindly made available by Keith Edwards, Bristol University (www.cerealsdb.uk.net). This set of clones originates in 35 cDNA libraries prepared from a range of different tissues of the wheat plant but predominantly from tissues of the developing grain. Plasmid DNA mini-preparations were made from all clones using Millipore 96-well plates (MANNLY50, MAFBNOB50, Millipore) according to the manufacturer?s recommendations. The cDNA inserts were PCR amplified from 0.5-1 ?l DNA mini-preparation using the T3 and T7 flanking primers (30pmol) of the pBluescript cloning vector and Taq polymerase (0.8 U) (EP0402, Fermentas, LT) in 100?l reaction buffer (10 mM Tris, pH 8.8; 50 mM KCl; 0.08% Nonidet P40; 0.5 mM MgCl2; 0.3 mM (each) dNTP). The PCR reactions were performed in a MJResearch Cycler (MJResearch) and the cycling conditions were 5 min at 96?C, followed by 45 cycles of 30 sec at 96?C, 2 min at 58?C, 2 min at 72?C, and a final extension of 10 min at 72?C. PCR products were precipitated with 2.5 vol 96% ethanol and 1/10 vol 3 M NaAcetate, pH 6.0, left at least 2 h at ?20?C, and centrifuged 1 h, 4?C, 2600 rcf. The air-dried pellet was dissolved in 20 ?l of water. One ?l of each sample was run in a 1% agarose gel containing SYBR Green. The quality of the PCR products were visually inspected and abnormal or missing products were recorded. Five ?l (100-500 ?g) of each sample was vacuum-dried and re-dissolved in 5 ?l of 1 x QMT spotting buffer (S201100, Quantifoil, D). The samples were spotted onto QMT amino slides (S122025, Quantifoil, D) using a Chipwriter microarrayspotter (Eurogentec, B) with 24 Stealth MP3 pins (Telechem Int., US). Following spotting, the slides were UV cross-linked  at 250 mJ ( Stratalinker, Stratagene) and kept dry and in the dark at room temperature until hybridisation.
Technology Type	spotted_ds_DNA_features
Technology Type Term Accession Number	#spotted_ds_DNA_features
Technology Type Term Source REF	The MGED Ontology
Surface Type	aminosilane
Surface Type Term Accession Number	#aminosilane
Surface Type Term Source REF	mo
Substrate Type	glass
Substrate Type Term Accession Number	#glass
Substrate Type Term Source REF	mo
Term Source Name	The MGED Ontology	mo	embl	tigr_tagi
Term Source File	http://mged.sourceforge.net/ontologies/MGEDontology.php	http://mged.sourceforge.net/ontologies/MGEDontology.php	http://www.ebi.ac.uk/embl/	http://www.tigr.org/tigr-scripts/tgi/T_index.cgi?species=wheat
Term Source Version			
Comment[AdditionalFile:txt]	A-MEXP-556_comments.txt

[main]
Block Column	Block Row	Column	Row	Reporter Name	Reporter Database Entry[embl]	Reporter Database Entry[tigr_tagi]	Reporter Group[role]	Control Type
1	4	3	6	WheatUG-1_GS0092_F10	AL828616	TC193307	Experimental	
1	4	4	6	WheatUG-1_GS0092_H2	AL827964	TC194974	Experimental	
1	4	5	6	WheatUG-1_GS0088_B8	AL827345	TC203825	Experimental	
1	4	6	6	WheatUG-1_GS0084_D12	AL828222	TC222074	Experimental	
1	4	7	6	WheatUG-1_GS0084_F4	AL826352	TC205129	Experimental	
1	4	8	6	WheatUG-1_GS0080_H8	AL825374	TC197038	Experimental	
1	4	9	6	WheatUG-1_GS0080_B2	AL825259		Experimental	
1	4	10	6	WheatUG-1_GS0076_D6	AL822263		Experimental	
1	4	11	6	WheatUG-1_GS0072_F10	AL824868	TC212637	Experimental	
1	4	12	6	WheatUG-1_GS0072_H2	AL821582	TC190833	Experimental	
1	4	13	6	WheatUG-1_GS0068_B8	AL823438	TC221707	Experimental	
1	4	14	6	WheatUG-1_GS0064_D12	AL821039	TC208848	Experimental	
2	4	2	6	WheatUG-1_GS0094_D6	AL829536		Experimental	
2	4	3	6	WheatUG-1_GS0090_F10	AL827585	TC203723	Experimental	
2	4	4	6	WheatUG-1_GS0090_H2	AL826946	TC198386	Experimental	
2	4	5	6	WheatUG-1_GS0086_B8	AL826480		Experimental	
2	4	6	6	WheatUG-1_GS0082_D12	AL826098		Experimental	
2	4	7	6	WheatUG-1_GS0082_F4	AL825580	TC222418	Experimental	
2	4	8	6	WheatUG-1_GS0078_H8	AL822835	TC193808	Experimental	
2	4	9	6	WheatUG-1_GS0078_B2	AL822741	TC222895	Experimental	
2	4	10	6	WheatUG-1_GS0074_D6	AL825710	TC224252	Experimental	
2	4	11	6	WheatUG-1_GS0070_F10	AL823057	TC226729	Experimental	
2	4	12	6	WheatUG-1_GS0070_H2	AL821417	TC191641	Experimental	
2	4	13	6	WheatUG-1_GS0066_B8	AL820570		Experimental	
2	4	14	6	WheatUG-1_GS0062_D12	AL820253		Experimental	
3	4	3	6	WheatUG-1_GS0092_F9	AL828598	TC207848	Experimental	
3	4	4	6	WheatUG-1_GS0092_H1	AL827942		Experimental	
3	4	5	6	WheatUG-1_GS0088_B7	AL827366	TC194773	Experimental	
3	4	6	6	WheatUG-1_GS0084_D11	AL828205	TC197611	Experimental	
3	4	7	6	WheatUG-1_GS0084_F3	AL826339	TC206173	Experimental	
3	4	8	6	WheatUG-1_GS0080_H7	AL825362	TC207309	Experimental	
3	4	9	6	WheatUG-1_GS0080_B1	AL825246	TC196261	Experimental	
3	4	10	6	WheatUG-1_GS0076_D5	AL822244	TC192641	Experimental	
3	4	11	6	WheatUG-1_GS0072_F9	AL824836	TC199013	Experimental	
3	4	12	6	WheatUG-1_GS0072_H1	AL821560	TC223579	Experimental	
3	4	13	6	WheatUG-1_GS0068_B7	AL823427		Experimental	
3	4	14	6	WheatUG-1_GS0064_D11	AL820938	TC218398	Experimental	
4	4	2	6	WheatUG-1_GS0094_D5	AL829517	TC207629	Experimental	
4	4	3	6	WheatUG-1_GS0090_F9	AL827565		Experimental	
4	4	4	6	WheatUG-1_GS0090_H1	AL826967	TC206510	Experimental	
4	4	5	6	WheatUG-1_GS0086_B7	AL826458	TC198867	Experimental	
4	4	6	6	WheatUG-1_GS0082_D11	AL826087	TC210622	Experimental	
4	4	7	6	WheatUG-1_GS0082_F3	AL825566	TC216495	Experimental	
4	4	8	6	WheatUG-1_GS0078_H7	AL822825		Experimental	
4	4	9	6	WheatUG-1_GS0078_B1	AL822724	TC205518	Experimental	
4	4	10	6	WheatUG-1_GS0074_D5	AL825700		Experimental	
4	4	11	6	WheatUG-1_GS0070_F9	AL823041	TC207435	Experimental	
4	4	12	6	WheatUG-1_GS0070_H1	AL821402	TC222185	Experimental	
4	4	13	6	WheatUG-1_GS0066_B7	AL820556	TC190687	Experimental	
4	4	14	6	WheatUG-1_GS0062_D11	AL820048	TC221025	Experimental	
5	4	2	6	WheatUG-1_GS0064_D2	AL820844		Experimental	
5	4	3	6	WheatUG-1_GS0060_F6	AL822094		Experimental	
5	4	4	6	WheatUG-1_GS0056_H10	AL820049	TC196414	Experimental	
5	4	5	6	WheatUG-1_GS0056_B4	AL819397	TC188703	Experimental	
5	4	6	6	WheatUG-1_GS0052_D8	AL819768	TC189851	Experimental	
5	4	9	6	WheatUG-1_GS0048_B10	AL816698	TC208455	Experimental	
5	4	10	6	WheatUG-1_GS0048_D2	AL818644		Experimental	
5	4	11	6	WheatUG-1_GS0044_F6	AL816984	TC208447	Experimental	
5	4	12	6	WheatUG-1_GS0040_H10	AL815456		Experimental	
5	4	13	6	WheatUG-1_GS0040_B4	AL815355	TC221600	Experimental	
5	4	14	6	WheatUG-1_GS0036_D8	AL815791		Experimental	
6	4	2	6	WheatUG-1_GS0062_D2	AL821681	TC206947	Experimental	
6	4	3	6	WheatUG-1_GS0058_F6	AL819952	TC193980	Experimental	
6	4	4	6	WheatUG-1_GS0054_H10	AL819563	TC208594	Experimental	
6	4	5	6	WheatUG-1_GS0054_B4	AL819143		Experimental	
6	4	6	6	WheatUG-1_GS0050_D8	AL817606	TC202773	Experimental	
6	4	9	6	WheatUG-1_GS0046_B10	AL818855	TC204699	Experimental	
6	4	10	6	WheatUG-1_GS0046_D2	AL817479	TC215230	Experimental	
6	4	11	6	WheatUG-1_GS0042_F6	AL817975	TC218821	Experimental	
6	4	12	6	WheatUG-1_GS0038_H10	AL816073	TC199210	Experimental	
6	4	13	6	WheatUG-1_GS0038_B4	AL815996		Experimental	
6	4	14	6	WheatUG-1_GS0034_D8	AL816464	TC215568	Experimental	
7	4	2	6	WheatUG-1_GS0064_D1	AL821125		Experimental	
7	4	3	6	WheatUG-1_GS0060_F5	AL821918	TC188641	Experimental	
7	4	4	6	WheatUG-1_GS0056_H9	AL821999		Experimental	
7	4	5	6	WheatUG-1_GS0056_B3	AL819379	TC228168	Experimental	
7	4	6	6	WheatUG-1_GS0052_D7	AL819754		Experimental	
7	4	9	6	WheatUG-1_GS0048_B9	AL816679	TC190467	Experimental	
7	4	10	6	WheatUG-1_GS0048_D1	AL818624	TC194239	Experimental	
7	4	11	6	WheatUG-1_GS0044_F5	AL818354		Experimental	
7	4	12	6	WheatUG-1_GS0040_H9	AL815440	TC190446	Experimental	
7	4	13	6	WheatUG-1_GS0040_B3	AL815330	TC218420	Experimental	
7	4	14	6	WheatUG-1_GS0036_D7	AL815782		Experimental	
8	4	2	6	WheatUG-1_GS0062_D1	AL820232		Experimental	
8	4	3	6	WheatUG-1_GS0058_F5	AL821769	TC219395	Experimental	
8	4	4	6	WheatUG-1_GS0054_H9	AL819549	TC223743	Experimental	
8	4	5	6	WheatUG-1_GS0054_B3	AL819117	TC188712	Experimental	
8	4	6	6	WheatUG-1_GS0050_D7	AL817587	TC223628	Experimental	
8	4	9	6	WheatUG-1_GS0046_B9	AL818838	TC230857	Experimental	
8	4	10	6	WheatUG-1_GS0046_D1	AL817457	TC194317	Experimental	
8	4	11	6	WheatUG-1_GS0042_F5	AL817964	TC200527	Experimental	
8	4	12	6	WheatUG-1_GS0038_H9	AL816061		Experimental	
8	4	13	6	WheatUG-1_GS0038_B3	AL815983		Experimental	
8	4	14	6	WheatUG-1_GS0034_D7	AL816454		Experimental	
9	4	2	6	WheatUG-1_GS0032_D10	AL816244	TC215414	Experimental	
9	4	3	6	WheatUG-1_GS0032_F2	AL816175		Experimental	
9	4	4	6	WheatUG-1_GS0028_H6	AL813930		Experimental	
9	4	5	6	WheatUG-1_GS0024_B12	AL813111		Experimental	
9	4	6	6	WheatUG-1_GS0024_D4		TC211398	Experimental	
9	4	7	6	WheatUG-1_GS0020_F8	AL812549	TC219323	Experimental	
9	4	8	6	WheatUG-1_GS0016_H12	AL810589	TC222547	Experimental	
9	4	9	6	WheatUG-1_GS0016_B6	AL810452	TC218779	Experimental	
9	4	10	6	WheatUG-1_GS0012_D10	AL810885	TC195152	Experimental	
9	4	11	6	WheatUG-1_GS0012_F2	AL810735	TC226262	Experimental	
9	4	13	6	WheatUG-1_GS0004_B12	AL808673	TC220318	Experimental	
9	4	14	6	WheatUG-1_GS0004_D4	AL809314	TC204165	Experimental	
10	4	2	6	WheatUG-1_GS0030_D10	AL815127	TC190356	Experimental	
10	4	3	6	WheatUG-1_GS0030_F2	AL814923	TC205372	Experimental	
10	4	4	6	WheatUG-1_GS0026_H6	AL814109		Experimental	
10	4	5	6	WheatUG-1_GS0022_B12	AL813343	TC208423	Experimental	
10	4	7	6	WheatUG-1_GS0018_F8	AL813594	TC192579	Experimental	
10	4	8	6	WheatUG-1_GS0014_H12	AL811396	TC194611	Experimental	
10	4	9	6	WheatUG-1_GS0014_B6	AL811261		Experimental	
10	4	10	6	WheatUG-1_GS0010_D10	AL811659	TC187812	Experimental	
10	4	11	6	WheatUG-1_GS0010_F2	AL810243	TC222069	Experimental	
10	4	12	6	WheatUG-1_GS0006_H6	AL808589	TC202748	Experimental	
10	4	13	6	WheatUG-1_GS0002_B12	AL809354		Experimental	
11	4	2	6	WheatUG-1_GS0032_D9	AL816236		Experimental	
11	4	3	6	WheatUG-1_GS0032_F1	AL814636	TC221809	Experimental	
11	4	4	6	WheatUG-1_GS0028_H5	AL813902	TC191378	Experimental	
11	4	5	6	WheatUG-1_GS0024_B11	AL813091	TC222579	Experimental	
11	4	7	6	WheatUG-1_GS0020_F7	AL812534	TC230437	Experimental	
11	4	8	6	WheatUG-1_GS0016_H11	AL810573	TC216052	Experimental	
11	4	9	6	WheatUG-1_GS0016_B5	AL810431	TC216956	Experimental	
11	4	10	6	WheatUG-1_GS0012_D9	AL810863	TC189489	Experimental	
11	4	11	6	WheatUG-1_GS0012_F1	AL810715	TC190435	Experimental	
11	4	13	6	WheatUG-1_GS0004_B11	AL808657	TC221259	Experimental	
11	4	14	6	WheatUG-1_GS0004_D3	AL809300	TC205377	Experimental	
12	4	2	6	WheatUG-1_GS0030_D9	AL815106	TC189956	Experimental	
12	4	3	6	WheatUG-1_GS0030_F1	AL814904	TC211228	Experimental	
12	4	4	6	WheatUG-1_GS0026_H5	BQ242614		Experimental	
12	4	5	6	WheatUG-1_GS0022_B11	AL813325	TC211222	Experimental	
12	4	6	6	WheatUG-1_GS0022_D3	AL812145		Experimental	
12	4	7	6	WheatUG-1_GS0018_F7	AL813570	TC225651	Experimental	
12	4	8	6	WheatUG-1_GS0014_H11	AL811367	TC189514	Experimental	
12	4	9	6	WheatUG-1_GS0014_B5	AL811238		Experimental	
12	4	10	6	WheatUG-1_GS0010_D9	AL811646	TC213242	Experimental	
12	4	11	6	WheatUG-1_GS0010_F1	AL810218	TC192450	Experimental	
12	4	12	6	WheatUG-1_GS0006_H5	AL808564	TC203761	Experimental	
12	4	13	6	WheatUG-1_GS0002_B11	AL809063	TC193696	Experimental	
12	4	14	6	WheatUG-1_GS0002_D3	AL809710	TC207014	Experimental	
1	4	3	7	WheatUG-1_GS0092_H10	AL828618		Experimental	
1	4	4	7	WheatUG-1_GS0092_B4	AL827979	TC198995	Experimental	
1	4	5	7	WheatUG-1_GS0088_D8	AL827342		Experimental	
1	4	6	7	WheatUG-1_GS0084_F12	AL828228		Experimental	
1	4	7	7	WheatUG-1_GS0084_H4	AL826356	TC209396	Experimental	
1	4	8	7	WheatUG-1_GS0080_B10	AL825405	TC208248	Experimental	
1	4	9	7	WheatUG-1_GS0080_D2	AL825263	TC219363	Experimental	
1	4	10	7	WheatUG-1_GS0076_F6	AL822268	TC219258	Experimental	
1	4	11	7	WheatUG-1_GS0072_H10	AL824871	TC223751	Experimental	
1	4	12	7	WheatUG-1_GS0072_B4	AL821602	TC203034	Experimental	
1	4	13	7	WheatUG-1_GS0068_D8	AL823443	TC204064	Experimental	
1	4	14	7	WheatUG-1_GS0064_F12	AL821078	TC213315	Experimental	
2	4	2	7	WheatUG-1_GS0094_F6	AL829542		Experimental	
2	4	3	7	WheatUG-1_GS0090_H10	AL827594	TC207060	Experimental	
2	4	4	7	WheatUG-1_GS0090_B4	AL826915	TC187804	Experimental	
2	4	5	7	WheatUG-1_GS0086_D8	AL826487	TC201258	Experimental	
2	4	6	7	WheatUG-1_GS0082_F12	AL826106	TC188114	Experimental	
2	4	7	7	WheatUG-1_GS0082_H4	AL825584		Experimental	
2	4	8	7	WheatUG-1_GS0078_B10	AL822860	TC218540	Experimental	
2	4	9	7	WheatUG-1_GS0078_D2	AL822748	TC188014	Experimental	
2	4	10	7	WheatUG-1_GS0074_F6	AL825713	TC219617	Experimental	
2	4	11	7	WheatUG-1_GS0070_H10	AL823059		Experimental	
2	4	12	7	WheatUG-1_GS0070_B4	AL821437		Experimental	
2	4	13	7	WheatUG-1_GS0066_D8	AL820578		Experimental	
2	4	14	7	WheatUG-1_GS0062_F12	AL820283	TC220678	Experimental	
3	4	3	7	WheatUG-1_GS0092_H9	AL828604		Experimental	
3	4	4	7	WheatUG-1_GS0092_B3	AL827966	TC221041	Experimental	
3	4	5	7	WheatUG-1_GS0088_D7	AL827362	TC230495	Experimental	
3	4	6	7	WheatUG-1_GS0084_F11	AL828209	TC208352	Experimental	
3	4	7	7	WheatUG-1_GS0084_H3	AL826342	TC208091	Experimental	
3	4	8	7	WheatUG-1_GS0080_B9	AL825379	TC222087	Experimental	
3	4	9	7	WheatUG-1_GS0080_D1	AL825250	TC193179	Experimental	
3	4	10	7	WheatUG-1_GS0076_F5	AL822250	TC208818	Experimental	
3	4	11	7	WheatUG-1_GS0072_H9	AL824838	TC193397	Experimental	
3	4	12	7	WheatUG-1_GS0072_B3	AL821587	TC190443	Experimental	
3	4	13	7	WheatUG-1_GS0068_D7	AL823429	TC195061	Experimental	
4	4	2	7	WheatUG-1_GS0094_F5	AL829520	TC189849	Experimental	
4	4	3	7	WheatUG-1_GS0090_H9	AL827569	TC201970	Experimental	
4	4	4	7	WheatUG-1_GS0090_B3	AL826940	TC207504	Experimental	
4	4	5	7	WheatUG-1_GS0086_D7	AL826461	TC227397	Experimental	
4	4	6	7	WheatUG-1_GS0082_F11	AL826092		Experimental	
4	4	7	7	WheatUG-1_GS0082_H3	AL825568	TC219442	Experimental	
4	4	8	7	WheatUG-1_GS0078_B9	AL822839		Experimental	
4	4	9	7	WheatUG-1_GS0078_D1	AL822726	TC191387	Experimental	
4	4	10	7	WheatUG-1_GS0074_F5	AL825702	TC223229	Experimental	
4	4	11	7	WheatUG-1_GS0070_H9	AL823047	TC210606	Experimental	
4	4	12	7	WheatUG-1_GS0070_B3	AL821421	TC218570	Experimental	
4	4	13	7	WheatUG-1_GS0066_D7	AL820559		Experimental	
4	4	14	7	WheatUG-1_GS0062_F11	AL820116	TC190048	Experimental	
5	4	2	7	WheatUG-1_GS0064_F2	AL820867	TC209667	Experimental	
5	4	3	7	WheatUG-1_GS0060_H6	AL819977		Experimental	
5	4	4	7	WheatUG-1_GS0056_B12	AL820395	TC209909	Experimental	
5	4	5	7	WheatUG-1_GS0056_D4	AL819399		Experimental	
5	4	6	7	WheatUG-1_GS0052_F8	AL819772	TC230758	Experimental	
5	4	8	7	WheatUG-1_Control_D12	Z16414		Experimental	
5	4	9	7	WheatUG-1_GS0048_D10	AL816700	TC191471	Experimental	
5	4	10	7	WheatUG-1_GS0048_F2	AL818649		Experimental	
5	4	11	7	WheatUG-1_GS0044_H6	AL816989	TC204053	Experimental	
5	4	12	7	WheatUG-1_GS0040_B12	AL815473	TC204018	Experimental	
5	4	13	7	WheatUG-1_GS0040_D4	AL815357	TC211515	Experimental	
5	4	14	7	WheatUG-1_GS0036_F8	AL815794		Experimental	
6	4	2	7	WheatUG-1_GS0062_F2	AL821700		Experimental	
6	4	3	7	WheatUG-1_GS0058_H6	AL820053	TC223600	Experimental	
6	4	4	7	WheatUG-1_GS0054_B12	AL819589	TC206442	Experimental	
6	4	5	7	WheatUG-1_GS0054_D4	AL819149	TC188069	Experimental	
6	4	6	7	WheatUG-1_GS0050_F8	AL817612		Experimental	
6	4	8	7	WheatUG-1_Control_D11	AL825219	TC204945	Experimental	
6	4	9	7	WheatUG-1_GS0046_D10	AL818861		Experimental	
6	4	10	7	WheatUG-1_GS0046_F2	AL817486	TC192125	Experimental	
6	4	11	7	WheatUG-1_GS0042_H6	AL817979	TC221685	Experimental	
6	4	12	7	WheatUG-1_GS0038_B12	AL816087	TC198892	Experimental	
6	4	13	7	WheatUG-1_GS0038_D4	AL815998		Experimental	
6	4	14	7	WheatUG-1_GS0034_F8	AL816466		Experimental	
7	4	2	7	WheatUG-1_GS0064_F1	AL820749	TC204924	Experimental	
7	4	3	7	WheatUG-1_GS0060_H5	AL822003		Experimental	
7	4	4	7	WheatUG-1_GS0056_B11	AL820139		Experimental	
7	4	5	7	WheatUG-1_GS0056_D3	AL819383	TC207597	Experimental	
7	4	6	7	WheatUG-1_GS0052_F7	AL819757	TC221932	Experimental	
7	4	8	7	WheatUG-1_Control_D10	AL821639		Experimental	
7	4	9	7	WheatUG-1_GS0048_D9	AL816687	TC192157	Experimental	
7	4	10	7	WheatUG-1_GS0048_F1	AL818626	TC193097	Experimental	
7	4	11	7	WheatUG-1_GS0044_H5	AL818363	TC224371	Experimental	
7	4	12	7	WheatUG-1_GS0040_B11	AL815462	TC208791	Experimental	
7	4	13	7	WheatUG-1_GS0040_D3	AL815336	TC220325	Experimental	
7	4	14	7	WheatUG-1_GS0036_F7	AL815785		Experimental	
8	4	2	7	WheatUG-1_GS0062_F1	AL820353	TC219219	Experimental	
8	4	3	7	WheatUG-1_GS0058_H5	AL821884	TC202988	Experimental	
8	4	4	7	WheatUG-1_GS0054_B11	AL819567	TC194684	Experimental	
8	4	5	7	WheatUG-1_GS0054_D3	AL819120		Experimental	
8	4	6	7	WheatUG-1_GS0050_F7	AL817594		Experimental	
8	4	8	7	WheatUG-1_Control_D9	AL819920 		Experimental	
8	4	9	7	WheatUG-1_GS0046_D9	AL818844	TC204928	Experimental	
8	4	10	7	WheatUG-1_GS0046_F1	AL817461	TC203783	Experimental	
8	4	11	7	WheatUG-1_GS0042_H5	AL817968	TC195030	Experimental	
8	4	12	7	WheatUG-1_GS0038_B11	AL816075		Experimental	
8	4	13	7	WheatUG-1_GS0038_D3	AL815985		Experimental	
8	4	14	7	WheatUG-1_GS0034_F7	AL816457		Experimental	
9	4	2	7	WheatUG-1_GS0032_F10	AL816247		Experimental	
9	4	3	7	WheatUG-1_GS0032_H2	AL816177		Experimental	
9	4	4	7	WheatUG-1_GS0028_B8	AL813947	TC195236	Experimental	
9	4	5	7	WheatUG-1_GS0024_D12	AL813116		Experimental	
9	4	6	7	WheatUG-1_GS0024_F4	AL812972	TC208637	Experimental	
9	4	7	7	WheatUG-1_GS0020_H8	AL812555	TC206547	Experimental	
9	4	8	7	WheatUG-1_GS0020_B2	AL812427	TC201494	Experimental	
9	4	9	7	WheatUG-1_GS0016_D6	AL810454		Experimental	
9	4	10	7	WheatUG-1_GS0012_F10	AL810890	TC188050	Experimental	
9	4	11	7	WheatUG-1_GS0012_H2	AL810741	TC215891	Experimental	
9	4	12	7	WheatUG-1_GS0008_B8	AL809894	TC218625	Experimental	
9	4	14	7	WheatUG-1_GS0004_F4	AL809316	TC192963	Experimental	
10	4	2	7	WheatUG-1_GS0030_F10	AL815131	TC191573	Experimental	
10	4	3	7	WheatUG-1_GS0030_H2	AL814931		Experimental	
10	4	4	7	WheatUG-1_GS0026_B8	AL814132		Experimental	
10	4	5	7	WheatUG-1_GS0022_D12	AL813345	TC216444	Experimental	
10	4	6	7	WheatUG-1_GS0022_F4	AL812164	TC206716	Experimental	
10	4	7	7	WheatUG-1_GS0018_H8	AL813610	TC187622	Experimental	
10	4	8	7	WheatUG-1_GS0018_B2	AL813734	TC192714	Experimental	
10	4	9	7	WheatUG-1_GS0014_D6	AL811265		Experimental	
10	4	10	7	WheatUG-1_GS0010_F10	AL811661	TC196733	Experimental	
10	4	11	7	WheatUG-1_GS0010_H2	AL810245	TC195708	Experimental	
10	4	12	7	WheatUG-1_GS0006_B8	AL808962	TC188883	Experimental	
10	4	13	7	WheatUG-1_GS0002_D12	AL809360	TC222409	Experimental	
11	4	2	7	WheatUG-1_GS0032_F9	AL816238		Experimental	
11	4	3	7	WheatUG-1_GS0032_H1	AL814638	TC187745	Experimental	
11	4	4	7	WheatUG-1_GS0028_B7	AL813934	TC209367	Experimental	
11	4	5	7	WheatUG-1_GS0024_D11	AL813096	TC203154	Experimental	
11	4	6	7	WheatUG-1_GS0024_F3		TC191260	Experimental	
11	4	7	7	WheatUG-1_GS0020_H7	AL812536	TC207341	Experimental	
11	4	8	7	WheatUG-1_GS0020_B1	AL812410	TC203359	Experimental	
11	4	9	7	WheatUG-1_GS0016_D5	AL810433	TC221893	Experimental	
11	4	10	7	WheatUG-1_GS0012_F9	AL810869	TC221169	Experimental	
11	4	11	7	WheatUG-1_GS0012_H1	AL810717	TC230269	Experimental	
11	4	13	7	WheatUG-1_GS0004_D11	AL808662		Experimental	
11	4	14	7	WheatUG-1_GS0004_F3	AL809304		Experimental	
12	4	2	7	WheatUG-1_GS0030_F9	AL815113		Experimental	
12	4	3	7	WheatUG-1_GS0030_H1	AL814909		Experimental	
12	4	4	7	WheatUG-1_GS0026_B7	AL814118		Experimental	
12	4	5	7	WheatUG-1_GS0022_D11	AL813328		Experimental	
12	4	6	7	WheatUG-1_GS0022_F3	AL812148		Experimental	
12	4	7	7	WheatUG-1_GS0018_H7	AL813580	TC193873	Experimental	
12	4	8	7	WheatUG-1_GS0018_B1	AL813722	TC191785	Experimental	
12	4	9	7	WheatUG-1_GS0014_D5	AL811244	TC205794	Experimental	
12	4	10	7	WheatUG-1_GS0010_F9	AL811650	TC193818	Experimental	
12	4	11	7	WheatUG-1_GS0010_H1	AL810223		Experimental	
12	4	12	7	WheatUG-1_GS0006_B7	AL808591	TC187734	Experimental	
12	4	14	7	WheatUG-1_GS0002_F3	AL809715	TC226073	Experimental	
1	4	3	8	WheatUG-1_GS0092_B12	AL828636		Experimental	
1	4	4	8	WheatUG-1_GS0092_D4	AL827986	TC215757	Experimental	
1	4	5	8	WheatUG-1_GS0088_F8	AL827338	TC218794	Experimental	
1	4	6	8	WheatUG-1_GS0084_H12	AL828233		Experimental	
1	4	7	8	WheatUG-1_GS0084_B6	AL828103	TC228448	Experimental	
1	4	8	8	WheatUG-1_GS0080_D10	AL825407	TC210953	Experimental	
1	4	9	8	WheatUG-1_GS0080_F2	AL825270	TC206693	Experimental	
1	4	10	8	WheatUG-1_GS0076_H6	AL822270	TC225423	Experimental	
1	4	11	8	WheatUG-1_GS0072_B12	AL824897		Experimental	
1	4	12	8	WheatUG-1_GS0072_D4	AL821606	TC188694	Experimental	
1	4	13	8	WheatUG-1_GS0068_F8	AL823447	TC214927	Experimental	
1	4	14	8	WheatUG-1_GS0064_H12	AL821098	TC192234	Experimental	
2	4	2	8	WheatUG-1_GS0094_H6	AL829544	TC220041	Experimental	
2	4	3	8	WheatUG-1_GS0090_B12	AL827627	TC190254	Experimental	
2	4	4	8	WheatUG-1_GS0090_D4	AL826907		Experimental	
2	4	5	8	WheatUG-1_GS0086_F8	AL826490	TC223957	Experimental	
2	4	6	8	WheatUG-1_GS0082_H12	AL826112	TC221090	Experimental	
2	4	7	8	WheatUG-1_GS0082_B6	AL825604	TC196036	Experimental	
2	4	8	8	WheatUG-1_GS0078_D10	AL822864	TC205669	Experimental	
2	4	9	8	WheatUG-1_GS0078_F2	AL822751	TC202876	Experimental	
2	4	10	8	WheatUG-1_GS0074_H6	AL825717	TC197534	Experimental	
2	4	11	8	WheatUG-1_GS0070_B12	AL823074	TC195714	Experimental	
2	4	12	8	WheatUG-1_GS0070_D4	AL821439	TC199034	Experimental	
2	4	13	8	WheatUG-1_GS0066_F8	AL820581		Experimental	
2	4	14	8	WheatUG-1_GS0062_H12	AL820305	TC206699	Experimental	
3	4	3	8	WheatUG-1_GS0092_B11	AL828620	TC209817	Experimental	
3	4	4	8	WheatUG-1_GS0092_D3	AL827973	TC206224	Experimental	
3	4	5	8	WheatUG-1_GS0088_F7	AL827358		Experimental	
3	4	6	8	WheatUG-1_GS0084_H11	AL828213	TC203935	Experimental	
3	4	7	8	WheatUG-1_GS0084_B5	AL828087	TC212250	Experimental	
3	4	8	8	WheatUG-1_GS0080_D9	AL825388	TC226182	Experimental	
3	4	9	8	WheatUG-1_GS0080_F1	AL825255		Experimental	
3	4	10	8	WheatUG-1_GS0076_H5	AL822253	TC221643	Experimental	
3	4	11	8	WheatUG-1_GS0072_B11	AL824873	TC218396	Experimental	
3	4	12	8	WheatUG-1_GS0072_D3	AL821594	TC230633	Experimental	
3	4	13	8	WheatUG-1_GS0068_F7	AL823433	TC196441	Experimental	
3	4	14	8	WheatUG-1_GS0064_H11	AL821000	TC192971	Experimental	
4	4	2	8	WheatUG-1_GS0094_H5	AL829525		Experimental	
4	4	3	8	WheatUG-1_GS0090_B11	AL827599	TC203851	Experimental	
4	4	4	8	WheatUG-1_GS0090_D3	AL826936		Experimental	
4	4	5	8	WheatUG-1_GS0086_F7	AL826473	TC207960	Experimental	
